,bath,bhk,building_status,rate_persqft,area _insqft,location,property_type,construction_status,price
2429,2,2,1,4488,1203,Manikonda,1,0,53.99
2430,2,2,1,4325,1364,Manikonda,1,1,58.99
2431,2,2,1,4428,1242,Manikonda,1,0,55.0
2432,2,2,1,4752,1275,Manikonda,1,0,60.59
2433,2,2,1,4688,1214,Manikonda,1,0,56.91
2434,2,2,1,4439,1115,Manikonda,1,1,49.49
2435,2,2,1,5000,1335,Manikonda,1,0,66.75
2436,2,2,1,5000,1335,Manikonda,1,0,66.75
2437,2,2,1,4755,1310,Manikonda,1,0,62.29
2439,2,2,0,5468,1280,Manikonda,1,1,69.99
2440,3,2,0,4599,2353,Manikonda,1,1,108.21
2441,2,2,1,4300,1278,Manikonda,1,1,54.95
2442,1,2,0,3989,1128,Manikonda,1,1,45.0
2443,2,2,0,4200,1180,Manikonda,1,1,49.56
2444,2,2,0,6932,1053,Manikonda,1,1,72.99
2445,2,2,0,5000,1100,Manikonda,1,1,55.0
2446,2,2,0,4564,1205,Manikonda,1,1,55.0
2447,3,2,1,5135,1850,Manikonda,1,1,95.0
2448,2,2,0,4166,1200,Manikonda,1,1,49.99
2449,2,2,1,4300,1260,Manikonda,1,1,54.18
2450,2,2,0,4814,1350,Manikonda,1,1,64.99
2451,2,2,0,4818,1349,Manikonda,1,1,64.99
2452,2,2,1,4785,1285,Manikonda,1,0,61.49
2454,2,2,1,4778,1310,Manikonda,1,0,62.59
2455,2,2,0,3928,1400,Manikonda,1,1,54.99
2456,2,2,1,4781,1285,Manikonda,1,0,61.44
2457,2,2,1,4700,1272,Manikonda,1,0,59.78
2458,2,2,1,4700,1312,Manikonda,1,0,61.66
2459,2,2,1,4700,1292,Manikonda,1,0,60.72
2460,2,2,1,4700,1335,Manikonda,1,0,62.74
2461,2,2,1,4700,1240,Manikonda,1,0,58.28
2462,3,2,1,4800,1755,Manikonda,1,0,84.24
2463,2,2,0,4166,1200,Manikonda,1,0,49.99
2464,2,2,0,4200,1175,Manikonda,1,1,49.35
2465,2,2,0,4608,1150,Manikonda,1,1,52.99
2466,2,2,1,5405,1110,Manikonda,1,1,60.0
2467,1,2,0,4000,1200,Manikonda,1,0,48.0
2468,2,2,0,3900,1000,Manikonda,1,1,39.0
2469,3,2,1,4500,2000,Manikonda,1,0,90.0
2470,2,2,1,4750,1284,Manikonda,1,0,60.99
2471,2,2,1,4750,1447,Manikonda,1,0,68.73
2472,2,2,1,4400,1292,Manikonda,1,0,56.85
2473,2,2,1,5298,1195,Manikonda,1,1,63.31
2474,2,2,1,4000,1300,Manikonda,1,0,52.0
2475,2,2,1,4750,1362,Manikonda,1,0,64.69
2476,2,2,1,4797,1355,Manikonda,1,0,65.0
2477,2,2,1,4500,1300,Manikonda,1,1,58.5
2478,3,2,0,6250,1040,Manikonda,0,1,65.0
2479,2,2,1,6000,1250,Manikonda,1,1,75.0
2480,2,2,1,4500,1200,Manikonda,1,1,54.0
2481,2,2,0,5365,1230,Manikonda,1,1,65.99
2482,3,3,1,5254,1865,Manikonda,1,1,97.99
2483,3,3,1,6500,2405,Manikonda,1,1,156.32
2484,3,3,1,6500,2800,Manikonda,1,1,182.0
2485,3,3,1,6500,3050,Manikonda,1,1,198.25
2487,3,3,1,6842,2119,Manikonda,1,1,144.98
2489,3,3,1,5298,1375,Manikonda,1,1,72.85
2492,3,3,0,6170,2350,Manikonda,1,1,145.0
2493,2,3,0,7071,1400,Manikonda,1,1,98.99
2494,3,3,1,5521,2245,Manikonda,1,1,123.95
2495,3,3,1,6652,2405,Manikonda,1,1,159.98
2498,3,3,1,7300,2390,Manikonda,1,1,174.47
2501,3,3,1,5298,1375,Manikonda,1,1,72.85
2503,3,3,0,6502,1384,Manikonda,1,1,89.99
2504,3,3,0,7006,1570,Manikonda,1,1,109.99
2506,3,3,0,7088,1834,Manikonda,1,1,129.99
2512,3,3,1,7633,1834,Manikonda,1,1,139.99
2515,3,3,1,6428,2800,Manikonda,1,1,179.98
2516,3,3,1,4914,1628,Manikonda,1,0,80.0
2517,3,3,1,6428,2800,Manikonda,1,1,179.98
2518,3,3,1,6486,2405,Manikonda,1,1,155.99
2520,3,3,1,6557,3050,Manikonda,1,1,199.99
2521,3,3,1,6860,2405,Manikonda,1,1,164.98
2522,3,3,0,7742,1834,Manikonda,1,0,141.99
2528,3,3,1,4918,1830,Manikonda,1,0,90.0
2530,3,3,0,7633,1834,Manikonda,1,1,139.99
2532,3,3,1,6699,2800,Manikonda,1,1,187.57
2533,2,3,1,6074,1350,Manikonda,1,1,82.0
2540,4,3,1,5507,1814,Manikonda,1,0,99.9
2541,4,3,1,5556,1571,Manikonda,1,0,87.28
2542,4,3,1,5596,1416,Manikonda,1,0,79.24
2543,4,3,1,5004,1804,Manikonda,1,0,90.27
2554,3,3,1,7500,1600,Manikonda,1,0,120.0
2556,3,3,1,7600,2500,Manikonda,2,1,190.0
2557,3,3,1,7500,1600,Manikonda,1,0,120.0
2558,3,3,1,6000,2000,Manikonda,1,0,120.0
2560,3,3,0,7562,2605,Manikonda,1,1,196.99
2567,3,3,1,5112,1415,Manikonda,1,1,72.33
2569,3,3,1,7200,2405,Manikonda,1,1,173.16
2570,3,3,1,7200,2160,Manikonda,1,1,155.52
2572,3,3,0,7360,1834,Manikonda,1,1,134.98
2574,3,3,0,5079,1575,Manikonda,1,1,79.99
2575,3,3,0,7306,1834,Manikonda,1,1,133.99
2576,3,3,1,5162,1665,Manikonda,1,1,85.95
2577,3,3,1,5808,2238,Manikonda,1,0,129.98
2579,2,3,0,6250,1200,Manikonda,1,1,75.0
2580,4,3,1,6250,3600,Manikonda,3,1,225.0
2581,3,3,1,6376,1380,Manikonda,1,1,87.99
2582,3,3,1,5827,1836,Manikonda,1,0,106.98
2588,3,3,1,7377,3050,Manikonda,1,1,225.0
2591,3,3,0,7142,2800,Manikonda,1,1,199.98
2596,4,4,0,5845,2566,Manikonda,1,1,149.98
2598,5,4,0,7379,3659,Manikonda,1,1,270.0
2599,6,6,1,3700,5000,Manikonda,0,1,185.0
2600,9,8,0,6000,10000,Manikonda,0,1,600.0
2601,9,8,0,6000,10000,Manikonda,0,1,600.0
2603,2,1,0,3809,1050,Miyapur,1,1,39.99
2604,2,1,0,3013,1062,Miyapur,1,1,32.0
2605,2,1,0,4205,1070,Miyapur,1,1,44.99
2606,2,1,0,4205,1070,Miyapur,1,1,44.99
2607,1,1,1,4118,607,Miyapur,1,0,25.0
2608,2,1,0,4608,1150,Miyapur,1,1,52.99
2609,2,1,0,3700,1200,Miyapur,1,1,44.4
2610,1,1,1,4000,565,Miyapur,1,0,22.6
2611,1,1,0,3800,800,Miyapur,1,1,30.4
2612,2,1,0,4518,1370,Miyapur,1,0,61.9
2613,1,1,1,3600,614,Miyapur,1,0,22.1
2614,1,1,1,4000,607,Miyapur,1,0,24.28
2615,2,1,0,3852,1168,Miyapur,1,1,44.99
2616,2,1,0,4786,1358,Miyapur,1,1,64.99
2617,1,1,1,2945,645,Miyapur,1,0,19.0
2618,2,1,1,4900,1200,Miyapur,1,1,58.8
2619,1,1,1,4118,607,Miyapur,1,0,25.0
2620,1,1,1,4166,600,Miyapur,1,0,25.0
2621,1,1,1,4118,607,Miyapur,1,0,25.0
2622,1,1,1,4118,607,Miyapur,1,0,25.0
2623,1,1,1,4118,607,Miyapur,1,0,25.0
2624,1,1,1,4166,600,Miyapur,1,0,25.0
2625,1,1,0,4888,450,Miyapur,1,1,22.0
2626,1,1,1,4118,607,Miyapur,1,0,25.0
2627,1,1,1,4118,607,Miyapur,1,0,25.0
2628,1,1,1,4166,600,Miyapur,1,0,25.0
2629,2,1,0,3800,1200,Miyapur,1,1,45.6
2630,1,1,1,4118,607,Miyapur,1,0,25.0
2631,1,1,1,4118,607,Miyapur,1,0,25.0
2632,1,1,1,3599,615,Miyapur,1,0,22.13
2633,2,1,0,3495,1230,Miyapur,1,1,42.99
2634,2,1,0,4347,1150,Miyapur,1,1,49.99
2635,1,1,1,4166,600,Miyapur,1,0,25.0
2636,2,2,1,4098,1220,Miyapur,1,0,50.0
2637,2,2,1,5000,980,Miyapur,1,0,49.0
2640,2,2,1,4111,1216,Miyapur,1,0,49.99
2641,2,2,1,5000,1200,Miyapur,1,0,60.0
2642,2,2,1,4166,1200,Miyapur,1,0,49.99
2651,2,2,0,5000,1200,Miyapur,1,1,60.0
2653,2,2,1,4166,1200,Miyapur,1,1,49.99
2656,2,2,1,4666,1200,Miyapur,1,0,55.99
2658,2,2,1,5538,1300,Miyapur,1,1,71.99
2660,2,2,1,4800,1225,Miyapur,1,1,58.8
2662,2,2,1,5200,1200,Miyapur,1,0,62.4
2663,2,2,1,5000,1200,Miyapur,1,0,60.0
2669,2,2,0,5092,1080,Miyapur,1,1,54.99
2676,2,2,1,5666,1200,Miyapur,1,1,67.99
2684,2,2,0,4196,1120,Miyapur,1,1,47.0
2686,2,2,1,5661,1200,Miyapur,1,1,67.93
2687,2,2,1,4666,1200,Miyapur,1,0,55.99
2689,2,2,1,4111,1216,Miyapur,1,0,49.99
2692,2,2,1,5702,1210,Miyapur,1,1,68.99
2693,2,2,1,5000,1200,Miyapur,1,1,60.0
2694,2,2,1,5000,1200,Miyapur,1,1,60.0
2696,2,2,1,5200,1120,Miyapur,1,1,58.24
2698,2,2,1,4777,1170,Miyapur,1,1,55.89
2706,2,2,1,5000,980,Miyapur,1,0,49.0
2711,2,2,1,5166,1200,Miyapur,1,1,61.99
2713,2,2,1,4800,1175,Miyapur,1,1,56.4
2718,2,2,1,4979,1225,Miyapur,1,1,60.99
2719,2,2,0,5164,1065,Miyapur,1,1,55.0
2720,2,2,0,5000,980,Miyapur,1,0,49.0
2724,2,2,1,5689,1160,Miyapur,1,1,65.99
2731,2,2,0,5666,1200,Miyapur,1,1,67.99
2733,2,2,1,4800,1225,Miyapur,1,0,58.8
2734,2,2,1,5306,1225,Miyapur,1,1,65.0
2735,2,2,1,5000,1200,Miyapur,1,0,60.0
2736,2,2,0,5551,1225,Miyapur,1,1,68.0
2751,2,2,0,5647,850,Miyapur,1,1,48.0
2757,2,2,1,5306,1225,Miyapur,1,1,65.0
2758,2,2,1,5634,1260,Miyapur,1,1,70.99
2765,3,2,0,4929,1420,Miyapur,1,1,69.99
2768,2,2,1,4600,952,Miyapur,1,0,43.79
2779,2,2,0,4166,1200,Miyapur,1,1,49.99
2780,3,2,0,5000,1530,Miyapur,1,0,76.5
2781,3,2,0,5312,1440,Miyapur,1,1,76.49
2782,2,2,0,5008,1158,Miyapur,1,1,57.99
2784,2,2,0,5345,1085,Miyapur,1,1,57.99
2785,2,2,0,4270,925,Miyapur,1,1,39.5
2786,3,2,0,4907,1345,Miyapur,0,0,66.0
2788,3,2,0,5095,1570,Miyapur,1,0,79.99
2789,2,2,1,5061,1225,Miyapur,1,0,62.0
2793,2,2,0,4329,1155,Miyapur,1,1,50.0
2795,2,2,0,4239,920,Miyapur,1,1,39.0
2797,2,2,0,5426,1161,Miyapur,1,1,63.0
2798,2,2,0,5477,1278,Miyapur,1,1,70.0
2801,3,2,1,5479,1193,Miyapur,1,0,65.36
2803,2,2,1,4600,1066,Miyapur,1,0,49.04
2804,2,2,1,4600,952,Miyapur,1,0,43.79
2805,2,2,1,4600,1111,Miyapur,1,0,51.11
2806,2,2,1,4512,1108,Miyapur,1,1,49.99
2808,2,2,0,5000,1200,Miyapur,1,1,60.0
2811,2,2,0,5000,1540,Miyapur,1,1,77.0
2815,2,2,0,4661,1180,Miyapur,1,0,55.0
2818,2,2,1,5454,1100,Miyapur,1,1,59.99
2826,2,2,0,4897,1225,Miyapur,1,0,59.99
2828,1,2,0,4249,1506,Miyapur,1,1,63.99
2829,2,2,1,4108,1217,Miyapur,1,0,49.99
2830,2,2,1,4111,1216,Miyapur,1,0,49.99
2831,2,2,1,4111,1216,Miyapur,1,0,49.99
2832,2,2,1,4166,1200,Miyapur,1,0,49.99
2833,2,2,1,4166,1200,Miyapur,1,0,49.99
2841,2,2,1,5454,1100,Miyapur,1,1,59.99
2842,2,2,1,5454,1100,Miyapur,1,1,59.99
2843,2,2,1,4145,1206,Miyapur,1,0,49.99
2844,2,2,1,4166,1200,Miyapur,1,0,49.99
2845,2,2,1,4111,1216,Miyapur,1,0,49.99
2846,2,2,1,4111,1216,Miyapur,1,0,49.99
2847,2,2,1,4111,1216,Miyapur,1,0,49.99
2848,1,2,1,4111,1216,Miyapur,1,0,49.99
2849,2,2,1,4111,1216,Miyapur,1,0,49.99
2850,2,2,1,4287,1200,Miyapur,1,1,51.44
2851,2,2,1,4287,1200,Miyapur,1,1,51.44
2852,3,2,0,5523,1050,Miyapur,1,1,57.99
2855,3,3,1,4433,1575,Miyapur,1,1,69.82
2856,3,3,1,4433,1575,Miyapur,1,1,69.82
2857,3,3,1,5200,1925,Miyapur,1,1,100.1
2858,3,3,1,4600,1704,Miyapur,1,1,78.38
2859,3,3,1,5200,1925,Miyapur,1,1,100.1
2860,3,3,1,5200,1905,Miyapur,1,1,99.06
2861,3,3,0,4878,1640,Miyapur,1,1,80.0
2862,3,3,0,4878,1640,Miyapur,1,1,80.0
2863,3,3,0,4357,2180,Miyapur,1,1,94.98
2864,3,3,1,4600,1319,Miyapur,1,0,60.67
2865,3,3,1,5200,1920,Miyapur,1,1,99.84
2866,2,3,0,4965,1450,Miyapur,1,1,71.99
2867,3,3,0,5000,1530,Miyapur,1,0,76.5
2869,3,3,1,5200,1935,Miyapur,1,1,100.62
2870,3,3,1,5200,1925,Miyapur,1,1,100.1
2871,3,3,0,5000,1530,Miyapur,1,0,76.5
2872,3,3,0,5000,1530,Miyapur,1,0,76.5
2873,3,3,0,5000,1600,Miyapur,1,1,80.0
2874,3,3,0,5000,1530,Miyapur,1,0,76.5
2876,3,3,0,4247,2590,Miyapur,1,1,110.0
2877,3,3,1,5200,1935,Miyapur,1,1,100.62
2878,3,3,1,5200,1935,Miyapur,1,1,100.62
2879,3,3,1,5200,1950,Miyapur,1,1,101.4
2880,3,3,1,5200,1905,Miyapur,1,1,99.06
2882,3,3,1,5200,1920,Miyapur,1,1,99.84
2883,3,3,1,5200,1905,Miyapur,1,1,99.06
2885,3,3,1,5200,1945,Miyapur,1,1,101.14
2886,3,3,1,5200,1920,Miyapur,1,1,99.84
2888,3,3,1,5200,1920,Miyapur,1,1,99.84
2889,3,3,1,5200,1905,Miyapur,1,1,99.06
2890,3,3,1,5200,1925,Miyapur,1,1,100.1
2892,3,3,1,4600,1402,Miyapur,1,0,64.49
2893,3,3,1,4600,1319,Miyapur,1,0,60.67
2894,3,3,0,5018,1910,Miyapur,1,1,95.84
2898,3,3,0,5056,1780,Miyapur,1,1,90.0
2899,3,3,1,5333,1500,Miyapur,1,1,80.0
2901,3,3,1,4017,1380,Miyapur,1,1,55.43
2904,3,3,1,5359,1530,Miyapur,1,0,81.99
2906,3,3,1,4513,1440,Miyapur,1,1,64.99
2907,3,3,1,5200,1925,Miyapur,1,1,100.1
2908,3,3,1,5200,1905,Miyapur,1,1,99.06
2909,3,3,1,5200,1935,Miyapur,1,1,100.62
2910,3,3,1,5200,1945,Miyapur,1,1,101.14
2911,3,3,1,5194,1540,Miyapur,1,1,79.99
2912,3,3,1,5200,1920,Miyapur,1,1,99.84
2914,3,3,1,5200,1920,Miyapur,1,1,99.84
2915,3,3,1,5200,1925,Miyapur,1,1,100.1
2916,3,3,1,5200,1945,Miyapur,1,1,101.14
2919,4,4,1,5347,3890,Miyapur,1,1,208.0
2920,5,5,0,4000,4500,Miyapur,1,1,180.0
2921,2,5,0,3767,3185,Miyapur,1,1,119.98
2922,6,7,1,4875,4000,Miyapur,0,0,195.0
2923,10,10,0,3000,6000,Miyapur,0,1,180.0
2924,1,1,1,3800,800,Miyapur Bachupally Road,1,1,30.4
2925,2,2,1,3800,1190,Miyapur Bachupally Road,1,1,45.22
2926,2,2,1,3650,1120,Miyapur Bachupally Road,1,0,40.88
2927,2,2,1,3700,1200,Miyapur Bachupally Road,1,1,44.4
2928,2,2,1,3700,1120,Miyapur Bachupally Road,1,0,41.44
2929,2,2,1,3881,1100,Miyapur Bachupally Road,1,1,42.69
2930,2,2,1,3700,1200,Miyapur Bachupally Road,1,1,44.4
2931,2,2,1,3840,1250,Miyapur Bachupally Road,1,1,48.0
2932,2,2,1,3966,1200,Miyapur Bachupally Road,1,0,47.59
2933,2,2,1,4000,1200,Miyapur Bachupally Road,1,1,48.0
2934,2,2,1,3600,1200,Miyapur Bachupally Road,1,1,43.2
2935,2,2,1,3800,1270,Miyapur Bachupally Road,1,0,48.26
2936,2,2,1,3800,1225,Miyapur Bachupally Road,1,1,46.55
2937,2,2,1,3600,1200,Miyapur Bachupally Road,1,1,43.2
2938,2,2,1,3800,1250,Miyapur Bachupally Road,1,1,47.5
2939,2,2,1,3937,1270,Miyapur Bachupally Road,1,1,50.0
2940,2,2,1,3800,1175,Miyapur Bachupally Road,1,1,44.65
2941,3,2,1,3800,1225,Miyapur Bachupally Road,1,1,46.55
2942,2,2,1,3800,1200,Miyapur Bachupally Road,1,1,45.6
2943,2,2,1,3650,1250,Miyapur Bachupally Road,1,1,45.62
2944,2,2,1,3700,1050,Miyapur Bachupally Road,1,1,38.85
2945,2,2,1,3800,1200,Miyapur Bachupally Road,1,0,45.6
2946,2,2,1,3499,1200,Miyapur Bachupally Road,1,1,41.99
2947,2,2,1,4036,1270,Miyapur Bachupally Road,1,0,51.26
2948,2,2,1,3618,928,Miyapur Bachupally Road,1,0,33.58
2949,2,2,1,4050,1200,Miyapur Bachupally Road,1,1,48.6
2952,3,3,1,3800,1590,Miyapur Bachupally Road,1,1,60.42
2953,3,3,1,3926,1630,Miyapur Bachupally Road,1,1,63.99
2955,1,1,1,3800,800,Miyapur Bachupally Road,1,1,30.4
2956,2,2,1,3800,1190,Miyapur Bachupally Road,1,1,45.22
2957,2,2,1,3650,1120,Miyapur Bachupally Road,1,0,40.88
2958,2,2,1,3700,1200,Miyapur Bachupally Road,1,1,44.4
2959,2,2,1,3700,1120,Miyapur Bachupally Road,1,0,41.44
2960,2,2,1,3881,1100,Miyapur Bachupally Road,1,1,42.69
2961,2,2,1,3700,1200,Miyapur Bachupally Road,1,1,44.4
2962,2,2,1,3840,1250,Miyapur Bachupally Road,1,1,48.0
2963,2,2,1,3966,1200,Miyapur Bachupally Road,1,0,47.59
2964,2,2,1,4000,1200,Miyapur Bachupally Road,1,1,48.0
2965,2,2,1,3600,1200,Miyapur Bachupally Road,1,1,43.2
2966,2,2,1,3800,1270,Miyapur Bachupally Road,1,0,48.26
2967,2,2,1,3800,1225,Miyapur Bachupally Road,1,1,46.55
2968,2,2,1,3600,1200,Miyapur Bachupally Road,1,1,43.2
2969,2,2,1,3800,1250,Miyapur Bachupally Road,1,1,47.5
2970,2,2,1,3937,1270,Miyapur Bachupally Road,1,1,50.0
2971,2,2,1,3800,1175,Miyapur Bachupally Road,1,1,44.65
2972,3,2,1,3800,1225,Miyapur Bachupally Road,1,1,46.55
2973,2,2,1,3800,1200,Miyapur Bachupally Road,1,1,45.6
2974,2,2,1,3650,1250,Miyapur Bachupally Road,1,1,45.62
2975,2,2,1,3700,1050,Miyapur Bachupally Road,1,1,38.85
2976,2,2,1,3800,1200,Miyapur Bachupally Road,1,0,45.6
2977,2,2,1,3499,1200,Miyapur Bachupally Road,1,1,41.99
2978,2,2,1,4036,1270,Miyapur Bachupally Road,1,0,51.26
2979,2,2,1,3618,928,Miyapur Bachupally Road,1,0,33.58
2980,2,2,1,4050,1200,Miyapur Bachupally Road,1,1,48.6
2983,3,3,1,3800,1590,Miyapur Bachupally Road,1,1,60.42
2984,3,3,1,3926,1630,Miyapur Bachupally Road,1,1,63.99
2986,12,12,1,4109,6400,Miyapur HMT Swarnapuri Colony,0,0,262.98
2987,12,12,1,4109,6400,Miyapur HMT Swarnapuri Colony,0,0,262.98
2988,3,3,1,5194,1540,Miyapur Main Road,1,1,79.99
2989,2,2,1,3629,1350,Nadergul,0,1,48.99
2990,3,2,1,4000,1200,Nadergul,0,1,48.0
2991,5,5,1,3421,2800,Nadergul,0,1,95.79
2992,1,1,0,4400,1250,Nagole,1,1,55.0
2993,2,2,1,4200,1000,Nagole,2,0,42.0
2994,2,2,0,3652,1150,Nagole,1,1,42.0
2995,2,2,0,3652,1150,Nagole,1,1,42.0
2996,2,2,1,4545,1100,Nagole,1,0,50.0
2997,2,2,1,4545,1100,Nagole,1,0,50.0
2998,2,2,1,4090,1100,Nagole,1,0,44.99
2999,2,2,1,4090,1100,Nagole,1,0,44.99
3000,2,2,1,4090,1100,Nagole,1,0,44.99
3001,2,2,1,4090,1100,Nagole,1,0,44.99
3002,2,2,1,4090,1100,Nagole,1,0,44.99
3003,2,2,0,3500,1200,Nagole,1,1,42.0
3004,2,2,0,3500,1200,Nagole,1,1,42.0
3005,2,2,0,3500,1200,Nagole,1,1,42.0
3006,2,2,0,3500,1200,Nagole,1,1,42.0
3007,2,2,0,3500,1200,Nagole,1,1,42.0
3008,2,2,0,3750,1200,Nagole,1,1,45.0
3009,2,2,0,3986,903,Nagole,1,1,35.99
3010,2,2,0,3500,1200,Nagole,1,1,42.0
3011,2,2,0,4814,1350,Nagole,0,1,64.99
3012,2,2,0,4444,1350,Nagole,0,0,59.99
3013,2,2,0,4444,1350,Nagole,0,1,59.99
3014,2,2,0,4148,1350,Nagole,0,1,56.0
3015,2,2,1,4748,1053,Nagole,0,0,50.0
3016,2,2,0,3500,1200,Nagole,1,1,42.0
3017,2,2,0,3305,1180,Nagole,1,1,39.0
3018,2,2,0,4500,1000,Nagole,1,1,45.0
3019,2,2,0,3500,1200,Nagole,1,1,42.0
3020,2,2,0,3500,1200,Nagole,1,1,42.0
3021,2,2,1,4500,1073,Nagole,1,1,48.28
3022,2,2,0,3851,1350,Nagole,0,1,51.99
3023,2,2,0,3652,1150,Nagole,1,1,42.0
3024,2,2,0,3851,1350,Nagole,0,1,51.99
3025,2,2,0,3391,1150,Nagole,1,1,39.0
3026,2,2,0,3250,1200,Nagole,1,1,39.0
3027,2,2,0,3619,1050,Nagole,1,1,38.0
3028,2,2,0,3500,1200,Nagole,1,1,42.0
3029,2,2,0,3500,1200,Nagole,1,1,42.0
3030,2,2,0,3500,1200,Nagole,1,1,42.0
3031,2,2,0,4000,1200,Nagole,1,1,48.0
3032,2,2,0,3500,1200,Nagole,1,1,42.0
3033,2,2,0,3500,1200,Nagole,1,1,42.0
3034,2,2,0,3500,1200,Nagole,1,1,42.0
3035,2,2,0,3559,1180,Nagole,1,1,42.0
3036,2,2,0,4000,1250,Nagole,1,1,50.0
3037,2,2,0,3333,1200,Nagole,1,1,40.0
3038,2,2,0,4057,1602,Nagole,0,1,64.99
3039,2,2,0,3829,1175,Nagole,1,1,44.99
3040,2,2,0,4090,1100,Nagole,1,1,44.99
3041,2,2,0,3560,1292,Nagole,1,1,46.0
3042,2,2,0,3750,1200,Nagole,1,1,45.0
3043,2,2,0,3565,1290,Nagole,1,1,45.99
3044,2,2,0,3636,1100,Nagole,1,1,40.0
3045,2,2,0,3565,1290,Nagole,1,1,45.99
3046,2,2,0,3565,1290,Nagole,1,1,45.99
3047,2,2,0,3680,1250,Nagole,1,1,46.0
3048,2,2,0,3565,1290,Nagole,1,1,45.99
3049,2,2,0,3565,1290,Nagole,1,1,45.99
3050,2,2,0,3350,1200,Nagole,1,1,40.2
3051,2,2,0,3428,1050,Nagole,1,1,35.99
3052,2,2,0,3565,1290,Nagole,1,1,45.99
3053,2,2,0,3481,1235,Nagole,1,1,42.99
3054,2,2,0,3481,1235,Nagole,1,1,42.99
3055,2,2,0,3481,1235,Nagole,1,1,42.99
3056,2,2,1,4000,1240,Nagole,1,1,49.6
3057,2,2,1,4000,1125,Nagole,1,1,45.0
3058,2,2,1,4500,1200,Nagole,1,0,54.0
3059,2,2,0,3305,1180,Nagole,1,1,39.0
3060,2,2,0,3428,1050,Nagole,1,1,35.99
3061,2,2,0,3500,1200,Nagole,1,1,42.0
3062,2,2,0,3500,1200,Nagole,1,1,42.0
3063,2,2,0,3500,1200,Nagole,1,0,42.0
3064,2,2,1,4545,1100,Nagole,1,0,50.0
3065,2,2,1,4200,1000,Nagole,2,0,42.0
3066,2,2,1,4090,1100,Nagole,1,0,44.99
3067,2,2,0,3500,1200,Nagole,1,1,42.0
3068,3,2,0,4798,1563,Nagole,1,1,74.99
3069,2,2,1,4000,1000,Nagole,0,0,40.0
3070,2,2,1,4549,1121,Nagole,1,1,50.99
3071,2,2,1,4000,1000,Nagole,0,1,40.0
3072,2,2,1,4000,1200,Nagole,1,1,48.0
3073,2,2,1,4000,1000,Nagole,0,0,40.0
3075,2,2,0,4166,1200,Nagole,1,1,49.99
3076,3,2,0,4606,1650,Nagole,2,1,76.0
3077,2,2,0,3986,903,Nagole,1,1,35.99
3078,2,2,0,4327,1502,Nagole,0,1,64.99
3084,4,3,0,4166,1800,Nagole,0,1,74.99
3086,4,3,0,4000,2250,Nagole,0,1,90.0
3089,3,3,0,4251,1482,Nagole,1,1,63.0
3096,3,3,0,4935,1925,Nagole,1,1,95.0
3097,3,3,0,4779,1925,Nagole,1,1,92.0
3098,3,3,0,4814,1350,Nagole,1,1,64.99
3102,2,3,0,4000,1250,Nagole,1,1,50.0
3110,3,3,1,4054,1850,Nagole,2,0,75.0
3111,4,3,1,4054,1850,Nagole,2,0,75.0
3112,4,4,0,4222,2250,Nagole,0,1,95.0
3114,4,4,0,3938,2412,Nagole,0,1,94.98
3119,4,4,0,4259,2700,Nagole,0,1,114.99
3121,4,4,0,3722,3492,Nagole,0,1,129.97
3124,4,4,0,3937,4800,Nagole,0,0,188.98
3125,4,4,1,4027,3600,Nagole,0,1,144.97
3127,5,5,0,4824,3420,Nagole,0,1,164.98
3128,4,5,0,3968,3780,Nagole,0,1,149.99
3129,5,5,0,4248,3672,Nagole,0,1,155.99
3130,5,5,0,3611,3600,Nagole,0,1,130.0
3134,2,2,1,6410,1170,Nagole Bandlaguda Road,0,1,75.0
3135,3,3,1,4280,1355,Nagole Bandlaguda Road,1,0,57.99
3136,1,1,0,4962,675,Nallagandla Gachibowli,1,1,33.49
3137,2,2,1,5859,1280,Nallagandla Gachibowli,1,0,75.0
3138,2,2,1,5856,1270,Nallagandla Gachibowli,1,1,74.37
3139,2,2,1,5831,1511,Nallagandla Gachibowli,1,1,88.11
3140,2,2,1,5500,1254,Nallagandla Gachibowli,1,0,68.97
3141,3,2,1,5500,1344,Nallagandla Gachibowli,1,0,73.92
3142,2,2,1,5500,1412,Nallagandla Gachibowli,1,0,77.66
3143,2,2,1,5500,1432,Nallagandla Gachibowli,1,0,78.76
3144,2,2,1,5500,1122,Nallagandla Gachibowli,1,0,61.71
3145,2,2,1,5708,1200,Nallagandla Gachibowli,1,1,68.5
3146,2,2,1,5957,1265,Nallagandla Gachibowli,1,1,75.36
3149,3,3,1,5918,1665,Nallagandla Gachibowli,1,1,98.53
3160,3,3,0,6111,1800,Nallagandla Gachibowli,1,0,110.0
3170,3,3,0,6130,1305,Nallagandla Gachibowli,1,1,80.0
3181,3,3,0,6111,1800,Nallagandla Gachibowli,1,1,110.0
3217,4,4,1,5687,3675,Nallagandla Gachibowli,1,1,209.0
3218,4,4,1,5400,3569,Nallagandla Gachibowli,1,1,192.73
3219,4,4,1,5500,3569,Nallagandla Gachibowli,1,0,196.3
3220,2,2,1,5349,1402,Nallagandla Tellapur Road,1,1,74.99
3221,2,2,1,4800,1254,Nallagandla Tellapur Road,1,0,60.19
3222,3,3,1,5500,2191,Nallagandla Tellapur Road,1,0,120.5
3223,3,3,1,5500,1687,Nallagandla Tellapur Road,1,0,92.78
3224,3,3,1,4800,1673,Nallagandla Tellapur Road,1,0,80.3
